# m1_extract v1 — DERIVED DATA (a Modified Version), not an original work.
# Source:  Cremona ecdata, https://github.com/JohnCremona/ecdata
#          release tag 2026-04-22, commit 25cec5ecfec8b9f016eb1631ac633194c2bed39f
# License: Artistic License 2.0 (ecdata's LICENSE) — redistribution of Modified
#          Versions is permitted with this notice retained. (c) J. Cremona and
#          contributors. Raw-slice sha256s pinned in data/cremona/MANIFEST.json.
# Derived by: `at ecdata-extract --lo 2500 --hi 10000` (this repo).
# Contents: one primitive-isogeny-class representative per line — the rows Stage
#          M1 consumes; good-prime a_p is COMPUTED from the model, not stored.
# range 2500 10000
# LABEL N a1 a2 a3 a4 a6 RANK BAD(p:w,...|-)
3850a 3850 1 0 1 4 -2 1 2:1,5:1,7:1,11:1
3850b 3850 1 1 0 -515720 142338880 1 2:1,5:1,7:1,11:1
3850ba 3850 1 -1 1 -235 4667 1 2:-1,5:-1,7:-1,11:-1
3850bb 3850 1 0 0 -1113 50617 1 2:-1,5:-1,7:-1,11:-1
3850c 3850 1 1 0 250 12500 1 2:1,5:1,7:1,11:1
3850d 3850 1 1 0 -1400 392000 1 2:1,5:1,7:1,11:1
3850e 3850 1 1 0 -27825 6327125 0 2:1,5:1,7:1,11:-1
3850f 3850 1 -1 0 -92 -11184 0 2:1,5:1,7:-1,11:1
3850g 3850 1 -1 0 4633 220541 0 2:1,5:-1,7:1,11:1
3850h 3850 1 -1 0 -757 -4299 0 2:1,5:-1,7:1,11:1
3850i 3850 1 -1 0 -9742 -367584 0 2:1,5:-1,7:1,11:1
3850j 3850 1 -1 0 -5867 577541 1 2:1,5:-1,7:1,11:-1
3850k 3850 1 0 1 -501 -5052 1 2:1,5:-1,7:1,11:-1
3850l 3850 1 -1 0 -92 366 1 2:1,5:-1,7:-1,11:1
3850m 3850 1 -1 1 -2305 43447 0 2:-1,5:1,7:1,11:1
3850n 3850 1 -1 1 -730 -80103 0 2:-1,5:1,7:1,11:1
3850o 3850 1 1 1 -22838 1324531 0 2:-1,5:1,7:1,11:1
3850p 3850 1 0 0 -88 -708 0 2:-1,5:1,7:1,11:1
3850q 3850 1 -1 1 185 1727 1 2:-1,5:1,7:-1,11:1
3850r 3850 1 -1 1 -730 7897 1 2:-1,5:1,7:-1,11:1
3850s 3850 1 -1 1 -302230 -76896603 1 2:-1,5:1,7:-1,11:1
3850t 3850 1 1 1 -53 3291 0 2:-1,5:1,7:-1,11:-1
3850u 3850 1 1 1 812 69781 0 2:-1,5:1,7:-1,11:-1
3850v 3850 1 0 0 -363 -2783 0 2:-1,5:1,7:-1,11:-1
3850w 3850 1 -1 1 -18930 -556303 0 2:-1,5:-1,7:-1,11:1
3850x 3850 1 -1 1 -390 -2863 0 2:-1,5:-1,7:-1,11:1
3850y 3850 1 0 0 -12893013 17818146017 0 2:-1,5:-1,7:-1,11:1
3850z 3850 1 1 1 112 -219 0 2:-1,5:-1,7:-1,11:1
3851a 3851 0 -1 1 -92 372 1 3851:1
3852a 3852 0 0 0 -117 -487 0 2:-1,3:1,107:1
3852b 3852 0 0 0 -2169 38881 0 2:-1,3:1,107:1
3852c 3852 0 0 0 -9 1 2 2:-1,3:1,107:1
3852d 3852 0 0 0 -1053 13149 1 2:-1,3:1,107:-1
3852e 3852 0 0 0 -261 -1187 1 2:-1,3:1,107:-1
3852f 3852 0 0 0 -81 -27 1 2:-1,3:1,107:-1
3852g 3852 0 0 0 240 241 1 2:-1,3:-1,107:1
3852h 3852 0 0 0 -16077 784577 1 2:-1,3:-1,107:1
3852i 3852 0 0 0 -57 137 1 2:-1,3:-1,107:1
3852j 3852 0 0 0 24 29 1 2:-1,3:-1,107:1
3852k 3852 0 0 0 -117741 15550333 1 2:-1,3:-1,107:1
3852l 3852 0 0 0 -237 -1127 0 2:-1,3:-1,107:-1
3852m 3852 0 0 0 -957 -8543 0 2:-1,3:-1,107:-1
3852n 3852 0 0 0 -1416 20509 0 2:-1,3:-1,107:-1
3853a 3853 0 0 1 -4 -1 1 3853:1
3854a 3854 1 0 1 29 30 1 2:1,41:1,47:1
3856a 3856 0 1 0 16 4 1 2:1,241:1
3856b 3856 0 0 0 -79 270 0 2:1,241:-1
3856c 3856 0 -1 0 -20 44 0 2:-1,241:1
3856d 3856 0 -1 0 -696 9584 0 2:-1,241:1
3857a 3857 1 -1 0 -364 -2663 1 7:1,19:-1,29:-1
3857b 3857 1 1 1 -4332 109570 2 7:-1,19:-1,29:-1
3858a 3858 1 1 0 3 45 2 2:1,3:1,643:-1
3859a 3859 0 -1 1 -6 -5 1 17:1,227:1
3860a 3860 0 -1 0 -321 -2110 1 2:-1,5:1,193:-1
3861a 3861 0 0 1 -12 13 1 3:1,11:1,13:1
3861b 3861 1 -1 1 -413 3330 1 3:1,11:1,13:1
3861c 3861 0 0 1 -108 -358 0 3:1,11:-1,13:1
3861d 3861 1 -1 0 0 9 1 3:1,11:-1,13:-1
3861e 3861 1 -1 1 -2 -242 1 3:-1,11:1,13:-1
3861f 3861 1 -1 0 -3714 -86203 1 3:-1,11:-1,13:1
3864a 3864 0 -1 0 -1568 -44100 0 2:1,3:1,7:1,23:-1
3864b 3864 0 -1 0 -392 -4116 0 2:1,3:1,7:1,23:-1
3864c 3864 0 1 0 7 459 1 2:1,3:-1,7:1,23:-1
3864d 3864 0 1 0 128 -592 0 2:1,3:-1,7:-1,23:-1
3864e 3864 0 1 0 268 -1152 0 2:-1,3:-1,7:-1,23:1
3864f 3864 0 1 0 -201 -1173 0 2:-1,3:-1,7:-1,23:1
3867a 3867 1 1 1 39 120 1 3:1,1289:1
3867b 3867 1 1 1 -4 14 1 3:1,1289:1
3867c 3867 1 0 1 -158 749 1 3:-1,1289:-1
3867d 3867 0 1 1 8 28 1 3:-1,1289:-1
3870a 3870 1 -1 0 -19725 908261 1 2:1,3:1,5:1,43:1
3870b 3870 1 -1 0 -75 261 1 2:1,3:1,5:1,43:1
3870c 3870 1 -1 0 -204 -640 1 2:1,3:1,5:-1,43:-1
3870d 3870 1 -1 0 -6969 175725 1 2:1,3:1,5:-1,43:-1
3870e 3870 1 -1 0 -405 -5675 0 2:1,3:-1,5:1,43:1
3870f 3870 1 -1 0 -12735 -556659 0 2:1,3:-1,5:1,43:1
3870g 3870 1 -1 0 -774 -7232 1 2:1,3:-1,5:-1,43:1
3870h 3870 1 -1 0 -1719 -24867 1 2:1,3:-1,5:-1,43:1
3870i 3870 1 -1 0 -92304 11216128 1 2:1,3:-1,5:-1,43:1
3870j 3870 1 -1 0 36 -432 0 2:1,3:-1,5:-1,43:-1
3870k 3870 1 -1 0 -158094 -24154092 0 2:1,3:-1,5:-1,43:-1
3870l 3870 1 -1 1 -23 31 1 2:-1,3:1,5:1,43:-1
3870m 3870 1 -1 1 -20483 1132931 1 2:-1,3:1,5:1,43:-1
3870n 3870 1 -1 1 -2192 -32909 1 2:-1,3:1,5:-1,43:1
3870o 3870 1 -1 1 -677 -6371 1 2:-1,3:1,5:-1,43:1
3870p 3870 1 -1 1 -248 2427 1 2:-1,3:-1,5:1,43:1
3870q 3870 1 -1 1 -1390748 630032847 1 2:-1,3:-1,5:1,43:1
3870r 3870 1 -1 1 -338 -1519 1 2:-1,3:-1,5:1,43:1
3870s 3870 1 -1 1 -968 -3193 0 2:-1,3:-1,5:1,43:-1
3870t 3870 1 -1 1 142 127 0 2:-1,3:-1,5:1,43:-1
3870u 3870 1 -1 1 1082069572 90485275778687 0 2:-1,3:-1,5:1,43:-1
3870v 3870 1 -1 1 22 101 0 2:-1,3:-1,5:1,43:-1
3870w 3870 1 -1 1 45598 129034721 0 2:-1,3:-1,5:-1,43:1
3870x 3870 1 -1 1 -182 -899 0 2:-1,3:-1,5:-1,43:1
3870y 3870 1 -1 1 -617 6041 0 2:-1,3:-1,5:-1,43:1
3870z 3870 1 -1 1 5998 -233071 1 2:-1,3:-1,5:-1,43:-1
3871a 3871 1 0 0 -99 -358 0 7:-1,79:1
3872a 3872 0 0 0 1331 0 1 2:1,11:1
3872b 3872 0 0 0 -121 0 0 2:1,11:-1
3872c 3872 0 1 0 323 -13301 0 2:1,11:-1
3872d 3872 0 -1 0 1775 34113 0 2:1,11:-1
3872e 3872 0 1 0 1775 -34113 0 2:1,11:-1
3872f 3872 0 0 0 968 149072 0 2:1,11:-1
3872g 3872 0 0 0 968 -149072 0 2:1,11:-1
3872h 3872 0 0 0 11 0 0 2:-1,11:1
3872i 3872 0 1 0 -5485 155131 1 2:-1,11:-1
3872j 3872 0 -1 0 -5485 -155131 1 2:-1,11:-1
3872k 3872 0 -1 0 323 13301 1 2:-1,11:-1
3872l 3872 0 -1 0 15 -31 1 2:-1,11:-1
3872m 3872 0 1 0 15 31 1 2:-1,11:-1
3874a 3874 1 -1 0 -12281 269549 1 2:1,13:1,149:1
3874b 3874 1 -1 0 95 -1891 1 2:1,13:1,149:1
3874c 3874 1 -1 0 -106 -396 1 2:1,13:-1,149:-1
3874d 3874 1 -1 1 216 251 0 2:-1,13:1,149:1
3874e 3874 1 1 1 -2024 38889 1 2:-1,13:1,149:-1
3874f 3874 1 1 1 -39 77 0 2:-1,13:-1,149:-1
3876a 3876 0 -1 0 -1196 -15528 0 2:-1,3:1,17:1,19:1
3876b 3876 0 -1 0 -29316 8611992 0 2:-1,3:1,17:1,19:1
3876c 3876 0 -1 0 -1997 52542 0 2:-1,3:1,17:1,19:1
3876d 3876 0 -1 0 11 -26 1 2:-1,3:1,17:1,19:-1
3876e 3876 0 1 0 -84 -396 0 2:-1,3:-1,17:1,19:-1
3877a 3877 1 0 0 3 -2 1 3877:1
3878a 3878 1 -1 1 5 43 1 2:-1,7:-1,277:1
3879a 3879 0 0 1 -54 -61 1 3:1,431:1
3879b 3879 0 0 1 -6 2 2 3:1,431:-1
3879c 3879 1 -1 0 -78 287 0 3:-1,431:1
3879d 3879 1 -1 1 -41 182 2 3:-1,431:1
3879e 3879 0 0 1 -57333 -5282919 0 3:-1,431:1
3879f 3879 0 0 1 -660 -6525 1 3:-1,431:-1
3879g 3879 1 -1 0 0 27 1 3:-1,431:-1
3879h 3879 1 -1 0 -2106 -41553 1 3:-1,431:-1
3879i 3879 0 0 1 -435 -3492 1 3:-1,431:-1
3880a 3880 0 1 0 -65 163 2 2:1,5:-1,97:1
3880b 3880 0 1 0 64 160 0 2:-1,5:1,97:1
3882a 3882 1 1 0 -4 -68 1 2:1,3:1,647:1
3882b 3882 1 1 0 -96 -414 1 2:1,3:1,647:1
3882c 3882 1 0 1 9 10 0 2:1,3:-1,647:1
3882d 3882 1 0 1 -37 -112 0 2:1,3:-1,647:1
3882e 3882 1 0 0 12 144 1 2:-1,3:-1,647:1
3882f 3882 1 0 0 49 -183 1 2:-1,3:-1,647:1
3883a 3883 0 1 1 1 3 2 11:1,353:-1
3883b 3883 0 -1 1 -1486 -21586 0 11:-1,353:1
3885a 3885 1 1 1 -161 7814 0 3:1,5:1,7:1,37:-1
3885b 3885 0 -1 1 -8141 567386 0 3:1,5:1,7:-1,37:1
3885c 3885 1 1 0 42 87 1 3:1,5:1,7:-1,37:-1
3885d 3885 1 1 0 -37 -296 0 3:1,5:-1,7:1,37:1
3885e 3885 0 -1 1 -15 38 1 3:1,5:-1,7:1,37:-1
3885f 3885 1 0 1 741 -1193 0 3:-1,5:1,7:1,37:1
3885g 3885 1 0 0 129 576 1 3:-1,5:1,7:-1,37:1
3885h 3885 1 0 0 -2160 40095 0 3:-1,5:-1,7:1,37:-1
3885i 3885 1 0 0 0 -3 0 3:-1,5:-1,7:1,37:-1
3885j 3885 1 0 1 -988 -12397 0 3:-1,5:-1,7:-1,37:1
3885k 3885 1 0 1 -136893 21015883 0 3:-1,5:-1,7:-1,37:1
3886a 3886 1 0 1 87 595500 1 2:1,29:1,67:1
3886b 3886 1 -1 0 -551 -4843 0 2:1,29:1,67:-1
3886c 3886 1 1 0 -1368 18916 2 2:1,29:1,67:-1
3886d 3886 1 0 1 -240 -10210 0 2:1,29:1,67:-1
3886e 3886 1 0 1 1536 8270 0 2:1,29:-1,67:1
3886f 3886 1 -1 1 -16 -21 0 2:-1,29:1,67:1
3886g 3886 1 0 0 -24 64 2 2:-1,29:1,67:1
3886h 3886 1 -1 1 2 5 1 2:-1,29:1,67:-1
3886i 3886 1 0 0 -366 2692 1 2:-1,29:-1,67:1
3887a 3887 1 0 1 503 -31263 1 13:1,23:1
3887b 3887 1 0 0 3 -14 1 13:1,23:1
3888a 3888 0 0 0 -27 42 1 2:1,3:1
3888b 3888 0 0 0 -243 -1134 1 2:1,3:1
3888c 3888 0 0 0 -324 2268 1 2:1,3:1
3888d 3888 0 0 0 81 -162 1 2:1,3:1
3888e 3888 0 0 0 -36 -84 1 2:1,3:1
3888f 3888 0 0 0 9 6 1 2:1,3:1
3888g 3888 0 0 0 -54 -153 0 2:1,3:-1
3888h 3888 0 0 0 -486 4131 0 2:1,3:-1
3888i 3888 0 0 0 -243 -2430 0 2:1,3:-1
3888j 3888 0 0 0 -27 90 2 2:1,3:-1
3888k 3888 0 0 0 0 -9 0 2:-1,3:1
3888l 3888 0 0 0 0 -36 0 2:-1,3:1
3888m 3888 0 0 0 0 -144 0 2:-1,3:1
3888n 3888 0 0 0 -1971 -33678 0 2:-1,3:1
3888o 3888 0 0 0 -459 -1926 0 2:-1,3:1
3888p 3888 0 0 0 0 12 1 2:-1,3:-1
3888q 3888 0 0 0 45 -366 1 2:-1,3:-1
3888r 3888 0 0 0 -315 2154 1 2:-1,3:-1
3888s 3888 0 0 0 0 48 1 2:-1,3:-1
3888t 3888 0 0 0 0 3 1 2:-1,3:-1
3888u 3888 0 0 0 -171 858 1 2:-1,3:-1
3888v 3888 0 0 0 -99 354 1 2:-1,3:-1
3891a 3891 1 1 1 -36 -84 0 3:1,1297:-1
3891b 3891 1 0 0 0 3 1 3:-1,1297:-1
3891c 3891 1 0 0 -2214 -38637 1 3:-1,1297:-1
3892a 3892 0 1 0 -85 -281 1 2:-1,7:1,139:-1
3892b 3892 0 1 0 -68 196 1 2:-1,7:1,139:-1
3894a 3894 1 1 0 -403 -3155 0 2:1,3:1,11:1,59:-1
3894b 3894 1 1 0 -2365 -41987 1 2:1,3:1,11:-1,59:-1
3894c 3894 1 1 0 -84 264 1 2:1,3:1,11:-1,59:-1
3894d 3894 1 0 1 -30 16 0 2:1,3:-1,11:1,59:1
3894e 3894 1 0 1 -63 82 1 2:1,3:-1,11:1,59:-1
3894f 3894 1 0 1 -1024 20270 1 2:1,3:-1,11:-1,59:1
3894g 3894 1 0 1 -1095 13846 1 2:1,3:-1,11:-1,59:1
3894h 3894 1 1 1 -40922 -2911129 0 2:-1,3:1,11:1,59:1
3894i 3894 1 1 1 -83450651 293387728745 1 2:-1,3:1,11:1,59:-1
3894j 3894 1 1 1 -121 -643 1 2:-1,3:1,11:1,59:-1
3894k 3894 1 1 1 -289917 59962899 1 2:-1,3:1,11:1,59:-1
3894l 3894 1 1 1 -4552 -9799 0 2:-1,3:1,11:-1,59:-1
3894m 3894 1 0 0 33285 -942831 1 2:-1,3:-1,11:1,59:1
3894n 3894 1 0 0 -119 489 1 2:-1,3:-1,11:1,59:1
3894o 3894 1 0 0 -12 144 1 2:-1,3:-1,11:1,59:1
3894p 3894 1 0 0 -49982 -4258380 0 2:-1,3:-1,11:-1,59:1
3895a 3895 0 0 1 2192 -23676 0 5:1,19:1,41:-1
3895b 3895 0 1 1 -161 745 0 5:1,19:-1,41:1
3895c 3895 0 -1 1 -3156 -90219 0 5:1,19:-1,41:1
3895d 3895 0 0 1 -13 19 0 5:1,19:-1,41:1
3895e 3895 0 1 1 20 6 1 5:-1,19:1,41:-1
3895f 3895 1 1 1 -350 -2558 1 5:-1,19:-1,41:1
3897a 3897 1 -1 0 -2268 37179 1 3:-1,433:-1
3897b 3897 1 -1 0 -90 -297 1 3:-1,433:-1
3897c 3897 1 -1 0 0 -27 1 3:-1,433:-1
3897d 3897 1 -1 1 -85874 -9664414 1 3:-1,433:-1
3897e 3897 0 0 1 51 -9 1 3:-1,433:-1
3898a 3898 1 0 1 -1806 29376 1 2:1,1949:1
3898b 3898 1 -1 0 -7 -5 1 2:1,1949:1
3899a 3899 1 1 1 3 22 1 7:-1,557:-1
3900a 3900 0 -1 0 467 937 0 2:-1,3:1,5:1,13:1
3900b 3900 0 -1 0 -1628 134472 0 2:-1,3:1,5:1,13:1
3900c 3900 0 -1 0 -333 162 0 2:-1,3:1,5:1,13:1
3900d 3900 0 -1 0 -2033 4062 1 2:-1,3:1,5:1,13:-1
3900e 3900 0 -1 0 -53 177 1 2:-1,3:1,5:-1,13:1
3900f 3900 0 -1 0 -1708 31912 0 2:-1,3:1,5:-1,13:-1
3900g 3900 0 -1 0 -60613 -5821103 0 2:-1,3:1,5:-1,13:-1
3900h 3900 0 1 0 -133 488 1 2:-1,3:-1,5:1,13:1
3900i 3900 0 1 0 4867 -24487137 1 2:-1,3:-1,5:1,13:1
3900j 3900 0 1 0 -68 228 1 2:-1,3:-1,5:1,13:1
3900k 3900 0 1 0 -2633 50988 0 2:-1,3:-1,5:1,13:-1
3900l 3900 0 1 0 -1515333 -730668537 0 2:-1,3:-1,5:-1,13:1
3900m 3900 0 1 0 -40708 16727588 1 2:-1,3:-1,5:-1,13:-1
3900n 3900 0 1 0 -1333 19463 1 2:-1,3:-1,5:-1,13:-1
3902a 3902 1 -1 0 -8 12 1 2:1,1951:1
3902b 3902 1 1 0 -952 -11712 1 2:1,1951:1
3902c 3902 1 0 1 40 -90 1 2:1,1951:1
3902d 3902 1 -1 1 -13 -15 0 2:-1,1951:1
3902e 3902 1 1 1 -2 271 0 2:-1,1951:1
3903a 3903 0 -1 1 -21774 1243955 0 3:1,1301:-1
3904a 3904 0 0 0 4 48 1 2:1,61:1
3904b 3904 0 -1 0 159 -31 0 2:1,61:-1
3904c 3904 0 -1 0 -129 641 0 2:1,61:-1
3904d 3904 0 -1 0 -4 6 0 2:1,61:-1
3904e 3904 0 1 0 -4 -6 0 2:1,61:-1
3904f 3904 0 0 0 -83 344 0 2:-1,61:1
3904g 3904 0 0 0 -83 -344 0 2:-1,61:1
3904h 3904 0 0 0 4 -48 0 2:-1,61:1
3904i 3904 0 1 0 159 31 1 2:-1,61:-1
3904j 3904 0 1 0 -129 -641 1 2:-1,61:-1
3905a 3905 0 0 1 -608 -5776 1 5:1,11:-1,71:-1
3905b 3905 1 1 0 -22 39 1 5:-1,11:1,71:-1
3905c 3905 1 -1 1 -82 -264 1 5:-1,11:-1,71:1
3906a 3906 1 -1 0 -384690 -93758508 0 2:1,3:1,7:-1,31:1
3906b 3906 1 -1 0 -32733 -2209019 0 2:1,3:-1,7:1,31:1
3906c 3906 1 -1 0 -288 -1940 0 2:1,3:-1,7:1,31:1
3906d 3906 1 -1 0 -11268 -505008 0 2:1,3:-1,7:1,31:1
3906e 3906 1 -1 0 -21273 1199573 0 2:1,3:-1,7:1,31:1
3906f 3906 1 -1 0 0 -248 1 2:1,3:-1,7:1,31:-1
3906g 3906 1 -1 0 -17991 933309 1 2:1,3:-1,7:1,31:-1
3906h 3906 1 -1 0 -936 1309504 1 2:1,3:-1,7:1,31:-1
3906i 3906 1 -1 0 -378 2916 1 2:1,3:-1,7:1,31:-1
3906j 3906 1 -1 0 -2070 36774 1 2:1,3:-1,7:-1,31:1
3906k 3906 1 -1 0 189 -1323 1 2:1,3:-1,7:-1,31:1
3906l 3906 1 -1 0 -36 -432 0 2:1,3:-1,7:-1,31:-1
3906m 3906 1 -1 1 -3462212 2534941927 1 2:-1,3:1,7:-1,31:1
3906n 3906 1 -1 1 -65 145 1 2:-1,3:-1,7:1,31:1
3906o 3906 1 -1 1 -57290 -4650487 1 2:-1,3:-1,7:1,31:1
3906p 3906 1 -1 1 -95 -61 0 2:-1,3:-1,7:1,31:-1
3906q 3906 1 -1 1 257206 -4377207 0 2:-1,3:-1,7:1,31:-1
3906r 3906 1 -1 1 -97907 -11766765 0 2:-1,3:-1,7:1,31:-1
3906s 3906 1 -1 1 -84569 8552405 0 2:-1,3:-1,7:-1,31:1
3906t 3906 1 -1 1 -284 -2977 0 2:-1,3:-1,7:-1,31:1
3906u 3906 1 -1 1 -1670 -21499 1 2:-1,3:-1,7:-1,31:-1
3906v 3906 1 -1 1 -1706 24297 1 2:-1,3:-1,7:-1,31:-1
3906w 3906 1 -1 1 661 -145861 1 2:-1,3:-1,7:-1,31:-1
3907a 3907 0 0 1 -5 5 0 3907:-1
3910a 3910 1 0 1 -139 712 1 2:1,5:1,17:1,23:1
3910b 3910 1 0 1 -9 72 0 2:1,5:1,17:-1,23:1
3910c 3910 1 -1 0 -298325 62823125 1 2:1,5:1,17:-1,23:-1
3910d 3910 1 1 0 -8 -52 1 2:1,5:1,17:-1,23:-1
3910e 3910 1 0 1 -52863 -4690962 0 2:1,5:-1,17:1,23:1
3910f 3910 1 0 1 67 -691944 1 2:1,5:-1,17:1,23:-1
3910g 3910 1 1 0 -1822 29204 1 2:1,5:-1,17:-1,23:1
3910h 3910 1 1 0 183 -781 1 2:1,5:-1,17:-1,23:1
3910i 3910 1 0 0 -102011 12532241 1 2:-1,5:1,17:1,23:-1
3910j 3910 1 1 1 -86 339 1 2:-1,5:1,17:1,23:-1
3910k 3910 1 0 0 69 -55 1 2:-1,5:1,17:-1,23:1
3910l 3910 1 0 0 -7666950 8170490000 1 2:-1,5:-1,17:1,23:1
3910m 3910 1 0 0 40 -448 1 2:-1,5:-1,17:1,23:1
3910n 3910 1 1 1 -60 157 1 2:-1,5:-1,17:1,23:1
3910o 3910 1 0 0 -35 97 1 2:-1,5:-1,17:1,23:1
3910p 3910 1 -1 1 333 -21741 1 2:-1,5:-1,17:1,23:1
3910q 3910 1 0 0 1330 20740 1 2:-1,5:-1,17:-1,23:-1
3912a 3912 0 1 0 -113 435 1 2:1,3:-1,163:-1
3912b 3912 0 -1 0 -240 -1332 0 2:-1,3:1,163:1
3912c 3912 0 1 0 -3344 -75552 0 2:-1,3:-1,163:-1
3913a 3913 1 -1 0 -22337 2144888 0 7:1,13:1,43:-1
3914a 3914 1 -1 0 -23 -51 0 2:1,19:1,103:-1
3914b 3914 1 -1 0 -28 64 2 2:1,19:-1,103:1
3914c 3914 1 0 1 -5026601 4292815516 1 2:1,19:-1,103:-1
3914d 3914 1 1 0 -191 709 1 2:1,19:-1,103:-1
3914e 3914 1 1 0 -200 -1216 1 2:1,19:-1,103:-1
3915a 3915 1 -1 1 -353 -2294 1 3:1,5:1,29:1
3915b 3915 0 0 1 5382 11823 0 3:1,5:1,29:-1
3915c 3915 0 0 1 -2538 49214 0 3:1,5:1,29:-1
3915d 3915 0 0 1 -7812 288897 0 3:1,5:-1,29:1
3915e 3915 0 0 1 -282 -1823 0 3:1,5:-1,29:1
3915f 3915 1 -1 0 -39 98 1 3:1,5:-1,29:-1
3915g 3915 1 -1 0 0 -9 0 3:-1,5:1,29:1
3915h 3915 1 -1 1 -371738 -87144524 0 3:-1,5:1,29:1
3915i 3915 1 -1 1 -321683 70287356 0 3:-1,5:1,29:1
3915j 3915 0 0 1 -3 9 0 3:-1,5:1,29:1
3915k 3915 1 -1 0 -41304 3241343 0 3:-1,5:-1,29:-1
3915l 3915 1 -1 0 -2895144 -1894863475 0 3:-1,5:-1,29:-1
3915m 3915 1 -1 1 -2 244 0 3:-1,5:-1,29:-1
3915n 3915 0 0 1 -27 -250 0 3:-1,5:-1,29:-1
3916a 3916 0 -1 0 -2981 -61663 0 2:-1,11:-1,89:-1
3918a 3918 1 1 0 -12 18 1 2:1,3:1,653:1
3920a 3920 0 1 0 1944 204644 1 2:1,5:1,7:1
3920b 3920 0 -1 0 -16 176 1 2:1,5:1,7:1
3920ba 3920 0 0 0 1813 -47334 0 2:-1,5:-1,7:-1
3920bb 3920 0 1 0 915 -2185 0 2:-1,5:-1,7:-1
3920bc 3920 0 1 0 -1045 14083 0 2:-1,5:-1,7:-1
3920bd 3920 0 1 0 40 20 0 2:-1,5:-1,7:-1
3920be 3920 0 1 0 -48820 4138168 0 2:-1,5:-1,7:-1
3920bf 3920 0 1 0 -65 118 0 2:-1,5:-1,7:-1
3920bg 3920 0 1 0 -800 -327692 0 2:-1,5:-1,7:-1
3920bh 3920 0 1 0 -55680 5928628 0 2:-1,5:-1,7:-1
3920bi 3920 0 0 0 -112 -784 0 2:-1,5:-1,7:-1
3920bj 3920 0 0 0 -2107 37226 0 2:-1,5:-1,7:-1
3920bk 3920 0 0 0 1568 72716 0 2:-1,5:-1,7:-1
3920bl 3920 0 0 0 -7 -14 0 2:-1,5:-1,7:-1
3920c 3920 0 -1 0 -11776 -568224 1 2:1,5:1,7:1
3920d 3920 0 0 0 -98 343 0 2:1,5:1,7:-1
3920e 3920 0 -1 0 10519 1298725 0 2:1,5:1,7:-1
3920f 3920 0 -1 0 -121 -475 0 2:1,5:1,7:-1
3920g 3920 0 -1 0 1944 35456 0 2:1,5:1,7:-1
3920h 3920 0 0 0 -20188 1137388 0 2:1,5:1,7:-1
3920i 3920 0 1 0 -800 -58780 1 2:1,5:-1,7:-1
3920j 3920 0 1 0 215 -3725 1 2:1,5:-1,7:-1
3920k 3920 0 1 0 -5945 174803 1 2:1,5:-1,7:-1
3920l 3920 0 -1 0 40 -608 1 2:1,5:-1,7:-1
3920m 3920 0 -1 0 -65 1597 1 2:1,5:-1,7:-1
3920n 3920 0 1 0 -240 1588 1 2:1,5:-1,7:-1
3920o 3920 0 1 0 40 -92 1 2:1,5:-1,7:-1
3920p 3920 0 -1 0 1944 -2960 0 2:-1,5:1,7:1
3920q 3920 0 -1 0 -996 -11780 0 2:-1,5:1,7:1
3920r 3920 0 -1 0 -16 960 0 2:-1,5:1,7:1
3920s 3920 0 0 0 -343 4802 0 2:-1,5:1,7:1
3920t 3920 0 0 0 -103243 -12768518 0 2:-1,5:1,7:1
3920u 3920 0 1 0 -261 -8065 1 2:-1,5:1,7:-1
3920v 3920 0 -1 0 19 1 1 2:-1,5:1,7:-1
3920w 3920 0 -1 0 -1136 -16960 1 2:-1,5:1,7:-1
3920x 3920 0 1 0 264 2260 1 2:-1,5:1,7:-1
3920y 3920 0 0 0 -5488 268912 1 2:-1,5:1,7:-1
3920z 3920 0 -1 0 12920 -749328 1 2:-1,5:-1,7:1
3922a 3922 1 0 1 42 104 1 2:1,37:-1,53:-1
3922b 3922 1 1 1 -206274 35973743 0 2:-1,37:1,53:1
3924a 3924 0 0 0 -225 -1727 1 2:-1,3:1,109:-1
3924b 3924 0 0 0 -2205 39853 1 2:-1,3:1,109:-1
3924c 3924 0 0 0 15 281 1 2:-1,3:-1,109:1
3924d 3924 0 0 0 -183 -1154 1 2:-1,3:-1,109:1
3924e 3924 0 0 0 -336 2365 0 2:-1,3:-1,109:-1
3924f 3924 0 0 0 -21 101 2 2:-1,3:-1,109:-1
3926a 3926 1 0 1 -302 -2336 1 2:1,13:1,151:1
3926b 3926 1 1 0 -2 10 2 2:1,13:1,151:-1
3926c 3926 1 0 1 -1136 16030 1 2:1,13:-1,151:-1
3927a 3927 1 1 1 -221018 39901430 0 3:1,7:1,11:-1,17:1
3927b 3927 1 1 0 26 -251 1 3:1,7:-1,11:1,17:-1
3927c 3927 1 1 1 -781 -8728 1 3:1,7:-1,11:1,17:-1
3927d 3927 1 1 1 -133802 18782534 1 3:1,7:-1,11:1,17:-1
3927e 3927 1 0 0 -28 -49 1 3:-1,7:-1,11:1,17:1
3928a 3928 0 1 0 -4 16 1 2:1,491:1
3928b 3928 0 -1 0 1 4 2 2:1,491:-1
3930a 3930 1 1 0 1763 -121139 0 2:1,3:1,5:-1,131:1
3930b 3930 1 1 1 -700 8285 1 2:-1,3:1,5:-1,131:1
3930c 3930 1 0 0 -701 7281 1 2:-1,3:-1,5:1,131:1
